linkId,heading,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
018_0001,Апавяданьні,epub,/Francisak_Bahusevic/Palasouscyk.epub,,,Палясоўшчык,/Francisak_Bahusevic/Palasouscyk.html
018_0002,Апавяданьні,epub,/Francisak_Bahusevic/Sviedka.epub,,,Сведка,/Francisak_Bahusevic/Sviedka.html
018_0003,Апавяданьні,epub,/Francisak_Bahusevic/Tralalonacka.epub,,,Тралялёначка,/Francisak_Bahusevic/Tralalonacka.html
018_0004,Паэмы,epub,/Francisak_Bahusevic/Kiepska_budzie.epub,,,Кепска будзе!,/Francisak_Bahusevic/Kiepska_budzie.html
018_0005,Вершы,epub,/Francisak_Bahusevic/Achviara.epub,,,Ахвяра,/Francisak_Bahusevic/Achviara.html
018_0006,Вершы,epub,/Francisak_Bahusevic/Boh_nie_rouna_dziele.epub,,,Бог не роўна дзеле,/Francisak_Bahusevic/Boh_nie_rouna_dziele.html
018_0007,Вершы,epub,/Francisak_Bahusevic/Byu_u_cyscy.epub,,,Быў у чысцы!,/Francisak_Bahusevic/Byu_u_cyscy.html
018_0008,Вершы,epub,/Francisak_Bahusevic/Vierabiej_i_kasa.epub,,,Верабей і каша,/Francisak_Bahusevic/Vierabiej_i_kasa.html
018_0009,Вершы,epub,/Francisak_Bahusevic/Viecier_dzmie_i_vyje.epub,,,«Вецер дзьме і вые...»,/Francisak_Bahusevic/Viecier_dzmie_i_vyje.html
018_0010,Вершы,epub,/Francisak_Bahusevic/Vouk_i_aviecka.epub,,,Воўк і авечка,/Francisak_Bahusevic/Vouk_i_aviecka.html
018_0011,Вершы,epub,"/Francisak_Bahusevic/Hdzie_cort_nie_moza,_tam_babu_pasle.epub",,,"Гдзе чорт не можа, там бабу пашле","/Francisak_Bahusevic/Hdzie_cort_nie_moza,_tam_babu_pasle.html"
018_0012,Вершы,epub,/Francisak_Bahusevic/Da_100-hoddzia.epub,,,Да 100-годдзя,/Francisak_Bahusevic/Da_100-hoddzia.html
018_0013,Вершы,epub,/Francisak_Bahusevic/Daharaje_resta_vieccia.epub,,,«Дагарае рэшта вецця...»,/Francisak_Bahusevic/Daharaje_resta_vieccia.html
