linkId,heading,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
105_0001,Аўдыё,zip,https://files.knihi.com/Knihi/mininfarm/Skolnikam/5_klas/Maksim_Luzanin.Dobry_chlopiec_Dzik.zip,,,Добры хлопец Дзік,/Maksim_Luzanin/Dobry_chlopiec_Dzik_audio_zip.html
105_0002,Аўдыё,mp3,https://files.knihi.com/Knihi/audio-staroeradio.ru/Luzanin_Maksim.Chto_robic_nadvorje.mp3,,,Хто робіць надвор'е,/Maksim_Luzanin/Chto_robic_nadvorje_audio.html
105_0003,Аўдыё,epub,/Maksim_Luzanin/Asiennija_dni_Cyrvanieje_rabina.epub,,,"""...Асеннія дні. Чырванее рабіна...""",/Maksim_Luzanin/Asiennija_dni_Cyrvanieje_rabina.html
105_0004,Аўдыё,epub,"/Maksim_Luzanin/Adkul_za_znou_pauzies,_tryvoha.epub",,,"""Адкуль жа зноў паўзеш, трывога?..","/Maksim_Luzanin/Adkul_za_znou_pauzies,_tryvoha.html"
105_0005,Аўдыё,epub,/Maksim_Luzanin/Adno_ciahnu_ja_na_harbu.epub,,,"""Адно цягну я на гарбу...""",/Maksim_Luzanin/Adno_ciahnu_ja_na_harbu.html
105_0006,Аўдыё,epub,/Maksim_Luzanin/Biedavali_horka_damy.epub,,,"""Бедавалі горка дамы...""",/Maksim_Luzanin/Biedavali_horka_damy.html
105_0007,Аўдыё,epub,/Maksim_Luzanin/Blizka_pad_snieham_bulkoca_vada.epub,,,"""Блізка пад снегам булькоча вада...""",/Maksim_Luzanin/Blizka_pad_snieham_bulkoca_vada.html
105_0008,Аўдыё,epub,/Maksim_Luzanin/Byvala_Smat_caho_byvala.epub,,,"""Бывала... Шмат чаго бывала!..""",/Maksim_Luzanin/Byvala_Smat_caho_byvala.html
105_0009,Аўдыё,epub,/Maksim_Luzanin/Biarozin_cien_ustau_na_mylicy.epub,,,"""Бярозін цень устаў на мыліцы...""",/Maksim_Luzanin/Biarozin_cien_ustau_na_mylicy.html
105_0010,Аўдыё,epub,/Maksim_Luzanin/Viecier_tuzaje_u_niebie_viarouki_dazdzou.epub,,,"""Вецер тузае ў небе вяроўкі дажджоў...""",/Maksim_Luzanin/Viecier_tuzaje_u_niebie_viarouki_dazdzou.html
105_0011,Аўдыё,epub,"/Maksim_Luzanin/Vychodzu_u_les,_krysu_akrajec.epub",,,"""Выходжу ў лес, крышу акраец...""","/Maksim_Luzanin/Vychodzu_u_les,_krysu_akrajec.html"
105_0012,Аўдыё,epub,/Maksim_Luzanin/Hallo_sumic.epub,,,"""Галлё шуміць...""",/Maksim_Luzanin/Hallo_sumic.html
105_0013,Аўдыё,epub,/Maksim_Luzanin/Dasvietu_usio_zyccio.epub,,,"""Дасвету ўсё жыццё...""",/Maksim_Luzanin/Dasvietu_usio_zyccio.html
105_0014,Аўдыё,epub,/Maksim_Luzanin/Dzie_ty.epub,,,"""Дзе ты?...""",/Maksim_Luzanin/Dzie_ty.html
105_0015,Аўдыё,epub,/Maksim_Luzanin/Za_noc_padkinula_sniazku.epub,,,"""За ноч падкінула сняжку...""",/Maksim_Luzanin/Za_noc_padkinula_sniazku.html
105_0016,Аўдыё,epub,/Maksim_Luzanin/Za_scienkaj_molacca.epub,,,"""За сценкай моляцца...""",/Maksim_Luzanin/Za_scienkaj_molacca.html
105_0017,Аўдыё,epub,/Maksim_Luzanin/Zajcy_naprysyvali_huzikau.epub,,,"""Зайцы напрышывалі гузікаў...""",/Maksim_Luzanin/Zajcy_naprysyvali_huzikau.html
105_0018,Аўдыё,epub,/Maksim_Luzanin/Zauzdy_byla_u_narodzie_majstru_chvala.epub,,,"""Заўжды была ў народзе майстру хвала...""",/Maksim_Luzanin/Zauzdy_byla_u_narodzie_majstru_chvala.html
105_0019,Аўдыё,epub,/Maksim_Luzanin/Znou_azyny_pauzuc_pa_ziamli.epub,,,"""Зноў ажыны паўзуць па зямлі...""",/Maksim_Luzanin/Znou_azyny_pauzuc_pa_ziamli.html
105_0020,Аўдыё,epub,/Maksim_Luzanin/Znou_da_rannia_laciac_i_bambiac.epub,,,"""Зноў да рання ляцяць і бамбяць...""",/Maksim_Luzanin/Znou_da_rannia_laciac_i_bambiac.html
105_0021,Аўдыё,epub,/Maksim_Luzanin/Kab_vypadkam_los_dazvoliu.epub,,,"""Каб выпадкам лёс дазволіў...""",/Maksim_Luzanin/Kab_vypadkam_los_dazvoliu.html
105_0022,Аўдыё,epub,/Maksim_Luzanin/Kab_ty_pryjsla.epub,,,"""Каб ты прыйшла!..""",/Maksim_Luzanin/Kab_ty_pryjsla.html
105_0023,Аўдыё,epub,/Maksim_Luzanin/Kali_vy_daspiejecie.epub,,,"""Калі вы даспееце...""",/Maksim_Luzanin/Kali_vy_daspiejecie.html
105_0024,Аўдыё,epub,/Maksim_Luzanin/Kastrycnik_blizka.epub,,,"""Кастрычнік блізка!..""",/Maksim_Luzanin/Kastrycnik_blizka.html
105_0025,Аўдыё,epub,/Maksim_Luzanin/Kurac_knaty.epub,,,"""Кураць кнаты...""",/Maksim_Luzanin/Kurac_knaty.html
105_0026,Аўдыё,epub,/Maksim_Luzanin/Kuryc_nadranisni_prastor.epub,,,"""Курыць надранішні прастор...""",/Maksim_Luzanin/Kuryc_nadranisni_prastor.html
