linkId,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
1,epub,/Juras_Svirka/Vierny_kreunamu_bractvu.epub,,,Верны крэўнаму брацтву,/Juras_Svirka/Vierny_kreunamu_bractvu.html
2,epub,/Juras_Svirka/Jasce_raz_pra_maci.epub,,,Яшчэ раз пра маці,/Juras_Svirka/Jasce_raz_pra_maci.html
3,epub,"/Michail_Lermantau/Byvaj,_niamytaja_Rasija_svirka.epub",Міхаіл Лермантаў,/Michail_Lermantau/,"«Бывай, нямытая Расія...»","/Michail_Lermantau/Byvaj,_niamytaja_Rasija_svirka.html"
4,epub,/Michail_Lermantau/Vietraz_svi.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Ветразь,/Michail_Lermantau/Vietraz_svi.html
5,epub,/Michail_Lermantau/Zapaviet.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Запавет,/Michail_Lermantau/Zapaviet.html
6,epub,/Michail_Lermantau/I_nudna_i_sumna.epub,Міхаіл Лермантаў,/Michail_Lermantau/,І нудна і сумна,/Michail_Lermantau/I_nudna_i_sumna.html
7,epub,/Michail_Lermantau/Kali_chvalujecca_i_daspiavaje_niva_svi.epub,Міхаіл Лермантаў,/Michail_Lermantau/,«Калі хвалюецца і даспявае ніва...»,/Michail_Lermantau/Kali_chvalujecca_i_daspiavaje_niva_svi.html
8,epub,/Michail_Lermantau/Listok.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Лісток,/Michail_Lermantau/Listok.html
9,epub,/Michail_Lermantau/Na_pounacy_dzikaj_staic_adzinoka_svirka.epub,Міхаіл Лермантаў,/Michail_Lermantau/,«На поўначы дзікай стаіць адзінока...»,/Michail_Lermantau/Na_pounacy_dzikaj_staic_adzinoka_svirka.html
10,epub,/Michail_Lermantau/Nieba_i_zorki.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Неба і зоркі,/Michail_Lermantau/Nieba_i_zorki.html
11,epub,/Michail_Lermantau/Skalny_vystup.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Скальны выступ,/Michail_Lermantau/Skalny_vystup.html
12,epub,/Michail_Lermantau/Udziacnasc_svi.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Удзячнасць,/Michail_Lermantau/Udziacnasc_svi.html
13,epub,/Michail_Lermantau/Chmary_Svirka.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Хмары,/Michail_Lermantau/Chmary_Svirka.html
14,epub,/Michail_Lermantau/Camu.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Чаму,/Michail_Lermantau/Camu.html
15,epub,/Michail_Lermantau/Casa_zyccia.epub,Міхаіл Лермантаў,/Michail_Lermantau/,Чаша жыцця,/Michail_Lermantau/Casa_zyccia.html
16,epub,/Michail_Lermantau/Ja_nie_lublu_ciabie_z_taboj.epub,Міхаіл Лермантаў,/Michail_Lermantau/,«Я не люблю цябе; з табой...»,/Michail_Lermantau/Ja_nie_lublu_ciabie_z_taboj.html
17,epub,/Alaksandar_Puskin/Vakchicnaja_piesnia_sv.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Вакхічная песня,/Alaksandar_Puskin/Vakchicnaja_piesnia_sv.html
18,epub,/Alaksandar_Puskin/Viek_nie_budzies_zyc_u_zmanie.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,«Век не будзеш жыць у змане...»,/Alaksandar_Puskin/Viek_nie_budzies_zyc_u_zmanie.html
19,epub,/Alaksandar_Puskin/Viazien_4.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Вязень,/Alaksandar_Puskin/Viazien_4.html
20,epub,/Alaksandar_Puskin/Daroznaja_zalba.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Дарожная жальба,/Alaksandar_Puskin/Daroznaja_zalba.html
21,epub,/Alaksandar_Puskin/Kalymaha_zyccia.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Калымага жыцця,/Alaksandar_Puskin/Kalymaha_zyccia.html
22,epub,/Alaksandar_Puskin/Kvietka.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Кветка,/Alaksandar_Puskin/Kvietka.html
23,epub,/Alaksandar_Puskin/Kvitniennie_pozniaju_paroj.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,«Квітненне позняю парой...»,/Alaksandar_Puskin/Kvitniennie_pozniaju_paroj.html
24,epub,"/Alaksandar_Puskin/Pry_mnie,_krasunia,_nie_spiavaj.epub",Аляксандар Пушкін,/Alaksandar_Puskin/,"«Пры мне, красуня, не спявай...»","/Alaksandar_Puskin/Pry_mnie,_krasunia,_nie_spiavaj.html"
25,epub,/Alaksandar_Puskin/Prykmiety.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Прыкметы,/Alaksandar_Puskin/Prykmiety.html
26,epub,/Alaksandar_Puskin/Ptacha.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Птаха,/Alaksandar_Puskin/Ptacha.html
27,epub,/Alaksandar_Puskin/U_Sibir_5.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,У Сібір,/Alaksandar_Puskin/U_Sibir_5.html
28,epub,/Alaksandar_Puskin/Ja_vas_lubiu.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,Я вас любіў...,/Alaksandar_Puskin/Ja_vas_lubiu.html
29,epub,/Alaksandar_Puskin/Ja_pomniu_dziunaje_imhniennie_Da_---_Kiern_svi.epub,Аляксандар Пушкін,/Alaksandar_Puskin/,«Я помню дзіўнае імгненне...» (Да *** (Керн)),/Alaksandar_Puskin/Ja_pomniu_dziunaje_imhniennie_Da_---_Kiern_svi.html
30,epub,/Siarhiej_Jasienin/Adychodzim_pakrysie_da_boha.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Адыходзім пакрысе да бога...,/Siarhiej_Jasienin/Adychodzim_pakrysie_da_boha.html
31,epub,/Siarhiej_Jasienin/Vytkausia_na_voziery_rucnicok_zary.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Выткаўся на возеры ручнічок зары...,/Siarhiej_Jasienin/Vytkausia_na_voziery_rucnicok_zary.html
32,epub,"/Siarhiej_Jasienin/Klon_ty_moj_apaly,_klon_abledzianiely.epub",Сяргей Ясенін,/Siarhiej_Jasienin/,"Клён ты мой апалы, клён абледзянелы...","/Siarhiej_Jasienin/Klon_ty_moj_apaly,_klon_abledzianiely.html"
33,epub,/Siarhiej_Jasienin/Mnie_sumna_na_ciabie_hladziec_svirka.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Мне сумна на цябе глядзець...,/Siarhiej_Jasienin/Mnie_sumna_na_ciabie_hladziec_svirka.html
34,epub,/Siarhiej_Jasienin/Nad_akoncam_miesiac_Pad_akoncam_viecier.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Над аконцам месяц. Пад аконцам вецер...,/Siarhiej_Jasienin/Nad_akoncam_miesiac_Pad_akoncam_viecier.html
35,epub,"/Siarhiej_Jasienin/Rus,_maja_ty,_darahaja.epub",Сяргей Ясенін,/Siarhiej_Jasienin/,"Русь, мая ты, дарагая...","/Siarhiej_Jasienin/Rus,_maja_ty,_darahaja.html"
36,epub,/Siarhiej_Jasienin/Sabaku_Kacalava_svirka.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Сабаку Качалава,/Siarhiej_Jasienin/Sabaku_Kacalava_svirka.html
37,epub,/Siarhiej_Jasienin/Sledu_nie_znajsci_u_kustach_barvianych.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Следу не знайсці ў кустах барвяных...,/Siarhiej_Jasienin/Sledu_nie_znajsci_u_kustach_barvianych.html
38,epub,/Siarhiej_Jasienin/Ja_spytau_siahonnia_u_mianialy_svirka.epub,Сяргей Ясенін,/Siarhiej_Jasienin/,Я спытаў сягоння у мянялы...,/Siarhiej_Jasienin/Ja_spytau_siahonnia_u_mianialy_svirka.html
