linkId,heading,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
191_0001,Эсэ,pdf,https://files.knihi.com/Knihi/svaboda.org/dulina_ad_baradulina.pdf,,,Дуліна ад Барадуліна,/Ryhor_Baradulin/Dulina_ad_Baradulina.html
191_0002,Вершы,epub,/Ryhor_Baradulin/Backu.epub,,,Бацьку,/Ryhor_Baradulin/Backu.html
191_0003,Вершы,epub,"/Ryhor_Baradulin/Boza,_paspahadaj_usim.epub",,,"Божа, паспагадай усім","/Ryhor_Baradulin/Boza,_paspahadaj_usim.html"
191_0004,Вершы,epub,/Ryhor_Baradulin/Zaspanaja_ranica_mzystaja.epub,,,Заспаная раніца мжыстая...,/Ryhor_Baradulin/Zaspanaja_ranica_mzystaja.html
191_0005,Вершы,epub,/Ryhor_Baradulin/My_-_bielarusy.epub,,,Мы - беларусы...,/Ryhor_Baradulin/My_-_bielarusy.html
191_0006,Вершы,epub,/Ryhor_Baradulin/Nierus.epub,,,Неруш,/Ryhor_Baradulin/Nierus.html
191_0007,Вершы,epub,"/Ryhor_Baradulin/Pakul_zyvies,_razvitvajsia_z_zycciom.epub",,,"Пакуль жывеш, развітвайся з жыццём...","/Ryhor_Baradulin/Pakul_zyvies,_razvitvajsia_z_zycciom.html"
191_0008,Вершы,epub,/Ryhor_Baradulin/Treba_doma_byvac_casciej.epub,,,Трэба дома бываць часцей,/Ryhor_Baradulin/Treba_doma_byvac_casciej.html
191_0009,Вершы,epub,/Ryhor_Baradulin/Uziatyja_na_smierc_pavinny_zyc.epub,,,Узятыя на смерць павінны жыць...,/Ryhor_Baradulin/Uziatyja_na_smierc_pavinny_zyc.html
191_0010,Вершы,epub,/Ryhor_Baradulin/Uciakala_zima_ad_viasny.epub,,,«Уцякала зіма ад вясны...»,/Ryhor_Baradulin/Uciakala_zima_ad_viasny.html
191_0011,Вершы,epub,/Ryhor_Baradulin/Jana_adna.epub,,,Яна адна...,/Ryhor_Baradulin/Jana_adna.html
191_0012,Аўдыё,mp3,https://files.knihi.com/Knihi/radio/baradulin_vajary.mp3,,,Узятыя на сьмерць павінны жыць...,/Ryhor_Baradulin/Uziatyja_na_smierc_pavinny_zyc_audio.html
191_0013,Аўдыё,epub,/Ryhor_Baradulin/Zdubavieccia.epub,,,Здубавецьця,/Ryhor_Baradulin/Zdubavieccia.html
191_0014,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Busiel.mp3,,,Бусел (Васілю Быкаву),/Ryhor_Baradulin/Busiel_Vasilu_Bykavu_authoraudio.html
191_0015,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Dobraj_ranicy.mp3,,,Добрай раніцы,/Ryhor_Baradulin/Dobraj_ranicy_authoraudio.html
191_0016,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Doma.mp3,,,Дома,/Ryhor_Baradulin/Doma_authoraudio.html
191_0017,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Matylok.mp3,,,Матылёк,/Ryhor_Baradulin/Matylok_authoraudio.html
191_0018,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Pakazala_haj_malady.mp3,,,Паказала гай малады,/Ryhor_Baradulin/Pakazala_haj_malady_authoraudio.html
191_0019,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Paniadzielak.mp3,,,Панядзелак,/Ryhor_Baradulin/Paniadzielak_authoraudio.html
191_0020,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Pastouka_da_maci.mp3,,,Паштоўка да маці,/Ryhor_Baradulin/Pastouka_da_maci_authoraudio.html
191_0021,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Svitanniau_ja_z_taboj_nie_sustrakau.mp3,,,Світанняў я з табой не сустракаў,/Ryhor_Baradulin/Svitanniau_ja_z_taboj_nie_sustrakau_authoraudio.html
191_0022,Аўдыё - галасы паэтаў,mp3,https://files.knihi.com/Knihi/daslanaje001/Halasy_Paetau/Ryhor_Baradulin.Treba_doma_byvac_casciej.mp3,,,Трэба дома бываць часцей,/Ryhor_Baradulin/Treba_doma_byvac_casciej_authoraudio.html
