linkId,dir,workHref
029_0056,029_Якуб Колас,"/Jakub_Kolas/Niachaj,_jak_sonca_u_kroplach_rosau.html"
029_0062,029_Якуб Колас,"/Jakub_Kolas/Prazrystaje_nieba,_zialony_hrudok.html"
029_0066,029_Якуб Колас,"/Jakub_Kolas/Razharni_hetu_knizku,_druzok.html"
029_0070,029_Якуб Колас,"/Jakub_Kolas/Spytaju,_a_vy_adkazycie.html"
029_0073,029_Якуб Колас,"/Jakub_Kolas/Taja_z_samaja_dal,_toj_za_samy_razloh.html"
029_0076,029_Якуб Колас,"/Jakub_Kolas/Usmichnulasia,_zardziela.html"
029_0077,029_Якуб Колас,"/Jakub_Kolas/Ci_doma_ja,_ci_ja_u_pachodzie.html"
029_0085,029_Якуб Колас,"/Jakub_Kolas/Ja_pomniu,_byu_i_ja_bahaty.html"
029_0154,029_Якуб Колас,"/Jakub_Kolas/Bylo,_dy_splylo.html"
029_0262,029_Якуб Колас,"/Jakub_Kolas/Dusoju_i_sercam_my_z_vami,_hieroi.html"
029_0272,029_Якуб Колас,"/Jakub_Kolas/Zyvi,_narod.html"
029_0273,029_Якуб Колас,"/Jakub_Kolas/Zyvi,_svabodnaja_Ispanija.html"
029_0331,029_Якуб Колас,"/Jakub_Kolas/Kamaninu,_Molakavu_i_Slapniovu.html"
029_0337,029_Якуб Колас,"/Jakub_Kolas/Kapajcie_jamu,_dalakopy.html"
029_0413,029_Якуб Колас,"/Jakub_Kolas/Michasiovy_pryhody_1933,_1935.html"
029_0506,029_Якуб Колас,"/Jakub_Kolas/Nieviasiolaja,_ciazarnaja_para.html"
029_0511,029_Якуб Колас,"/Jakub_Kolas/Novamu,_1915_hodu.html"
029_0578,029_Якуб Колас,"/Jakub_Kolas/Paet,_nie_nasi_hitary.html"
029_0708,029_Якуб Колас,"/Jakub_Kolas/Stalin,_partyja_i_narod.html"
029_0798,029_Якуб Колас,"/Jakub_Kolas/Cujes,_kraj_moj_mily.html"
029_0944,029_Якуб Колас,"/Jakub_Kolas/Natalka,_Dzon_i_mucha.html"
029_0945,029_Якуб Колас,"/Jakub_Kolas/Nasa_sialo,_ludzi_i_sto_robicca_u_siale.html"
029_0983,029_Якуб Колас,"/Jakub_Kolas/Tudy,_na_zachad.html"
029_1050,029_Якуб Колас,"/Jakub_Kolas/Noc,_kali_paparac_cvicie_kazki_zyccia.html"
029_1083,029_Якуб Колас,"/Jakub_Kolas/Noc,_kali_paparac_cvicie_kazki_zyccia_var.html"
029_1187,029_Якуб Колас,"/Hieorh_Chervieh/Sviet_vam_kaza,_kab_malilis.html"
029_1188,029_Якуб Колас,"/Taras_Saucenka/Zavarazy_mianie,_volchvie.html"
029_1192,029_Якуб Колас,"/Taras_Saucenka/Caho_mnie_tak_ciazka,_caho_mnie_tak_nudna.html"
029_1193,029_Якуб Колас,"/Taras_Saucenka/Cyhrynie,_Cyhrynie.html"
031_0004,031_Максім Багдановіч,"/Maksim_Bahdanovic/Zyvies_nia_viecna,_calaviek.html"
031_0012,031_Максім Багдановіч,"/Maksim_Bahdanovic/Plakala_leta,_ziamlu_pakidajucy.html"
031_0019,031_Максім Багдановіч,"/Maksim_Bahdanovic/Cioply_viecar,_cichi_viecier.html"
031_0072,031_Максім Багдановіч,"/Maksim_Bahdanovic/Tai_sukites,_sparnai_maluno-lit.html"
031_0075,031_Максім Багдановіч,"/Maksim_Bahdanovic/Dobroj_noci,_zaria-zarianica-rus.html"
032_0016,032_Алесь Гарун,"/Ales_Harun/Babula,_kazku_spz.html"
032_0022,032_Алесь Гарун,"/Ales_Harun/Braccia,_k_ahulnamu_scasciu_spz.html"
032_0026,032_Алесь Гарун,"/Ales_Harun/Viecier_asienni_chalodny,_siardzity_spz.html"
032_0038,032_Алесь Гарун,"/Ales_Harun/Hej_za_z,_maja_vioska_spz.html"
032_0039,032_Алесь Гарун,"/Ales_Harun/Dajcie_mnie_slou,_jak_zviniucy_krystal_spz.html"
032_0044,032_Алесь Гарун,"/Ales_Harun/Dzie_jasnyja_zory,_na_nieba_daroha_spz.html"
032_0051,032_Алесь Гарун,"/Ales_Harun/Dobry_viecar,_moj_Jazepka_spz.html"
032_0079,032_Алесь Гарун,"/Ales_Harun/Kvolaja_kvietacka,_blednaja_ruzacka_spz.html"
032_0082,032_Алесь Гарун,"/Ales_Harun/Lotala_cajka,_sumna_krycala_spz.html"
032_0097,032_Алесь Гарун,"/Ales_Harun/Milaja,_rodnaja_staronka_-_maci.html"
032_0107,032_Алесь Гарун,"/Ales_Harun/Nad_vadoju,_nad_rakoju_spz.html"
032_0111,032_Алесь Гарун,"/Ales_Harun/Nie_zurusia,_sto_nie_maju_spz.html"
032_0133,032_Алесь Гарун,"/Ales_Harun/Razvaz,_haju_zielanienki_spz.html"
032_0141,032_Алесь Гарун,"/Ales_Harun/Skazy,_bratuchna.html"
032_0175,032_Алесь Гарун,"/Ales_Harun/Ech,_siahonnia.html"
032_0181,032_Алесь Гарун,"/Ales_Harun/Jak_nie_plakac,-_ja_z_sirotka_spz.html"
036_0031,036_Уладзіслаў Галубок,"/Uladzislau_Halubok/Za_scylnuju_suviaz_aktora,_pismiennika_i_hledaca.html"
