authorId,authorName,authorPath,linkId,heading,blText,blHref,otherPersonName,otherPersonHref,workName,workHref,hasMeta,Authors,CreationYear,Edition,FirstPublicationYear,LangOrig,Pravapis,PublicationYear,StyleGenre,Title,Translation,SectionAuthor,Title2,AuthorsTranslated,Lang,Source,Uploaded,Year,SectionsTheme,Original1,Original1desc,Original1sha1,FilenameSuffix,Original2,Original2desc,Original2sha1,MaxChapterLevel,Notice,PreparedBy,AuthorsLinked,Description,OriginalCreationYear
29,Якуб Колас,Jakub_Kolas,029_0825,Вершы,epub,/Jakub_Kolas/Jak_i_kalis.epub,,,Як i калісь,/Jakub_Kolas/Jak_i_kalis.html,True,Якуб Колас,1912,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Як i калісь,,Вершы,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0826,Вершы,epub,/Jakub_Kolas/Jak_pop_zrabiusia_avijataram.epub,,,Як поп зрабіўся авіятарам,/Jakub_Kolas/Jak_pop_zrabiusia_avijataram.html,True,Якуб Колас,[1927],,1908; 1946-1953; 1955; 1957-1958; 1960; 1962; 1965; 1967; 1972; 1998; 2008,,A2008,,мастацкі/верш,Як поп зрабіўся авіятарам,,Вершы,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0827,Вершы,epub,/Jakub_Kolas/Jak_Janka_zabahacieu.epub,,,Як Янка забагацеў,/Jakub_Kolas/Jak_Janka_zabahacieu.html,True,Якуб Колас,[1929],,1908; 1946-1953; 1955; 1957-1958; 1960; 1962; 1965; 1967; 1972; 1998; 2008,,A2008,,мастацкі/верш,Як Янка забагацеў,,Вершы,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0828,Вершы,epub,/Jakub_Kolas/Janka.epub,,,Янка,/Jakub_Kolas/Janka.html,True,Якуб Колас,1908-1910,,1906-1922; 1925-1926; 1928; 1958; 1961; 2007,,A2008,,мастацкі/верш,Янка,,Вершы,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0829,Вершы,epub,/Jakub_Kolas/Janku_Kupalu_eksprompt.epub,,,Янку Купалу,/Jakub_Kolas/Janku_Kupalu_eksprompt.html,True,Якуб Колас,03.11.1937,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Янку Купалу,,Вершы,Экспромт,,,,,,,,,,eksprompt,,,,,Была непаўторная восень...,,,,
29,Якуб Колас,Jakub_Kolas,029_0830,Вершы,epub,/Jakub_Kolas/Janku_Kupalu_25.epub,,,Янку Купалу,/Jakub_Kolas/Janku_Kupalu_25.html,True,Якуб Колас,24.05.1930,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Янку Купалу,,Вершы,Да 25-годдзя літаратурнай дзейнасці,,,,,,,,,,25,,,,,Была пара — марнелі нашы гоні...,,,,
29,Якуб Колас,Jakub_Kolas,029_0831,Вершы,epub,/Jakub_Kolas/Janku_Kupalu_junak.epub,,,Янку Купалу,/Jakub_Kolas/Janku_Kupalu_junak.html,True,Якуб Колас,20.11.1935,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Янку Купалу,,Вершы,,,,,,,,,,,junak,,,,,Узышоў юнак калісьці...,,,,
29,Якуб Колас,Jakub_Kolas,029_0832,Вершы,epub,/Jakub_Kolas/Janku_Kupalu_druza.epub,,,Янку Купалу,/Jakub_Kolas/Janku_Kupalu_druza.html,True,Якуб Колас,27.05.1935,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Янку Купалу,,Вершы,,,,,,,,,,,druza,,,,,"Я не ведаю, дружа мой Янка...",,,,
29,Якуб Колас,Jakub_Kolas,029_0833,Вершы,epub,/Jakub_Kolas/Janiu.epub,,,Яню,/Jakub_Kolas/Janiu.html,True,Якуб Колас,1932,,1911-1915; 1917-1938; 1940; 1962; 1967; 1972; 1979; 1988; 2007,,A2008,,мастацкі/верш,Яню,,Вершы,Прадстаўніку Кітая ў Жэневе,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0834,Вершы,epub,/Jakub_Kolas/Jasce_raz_Bylincy.epub,,,Яшчэ раз Былінцы,/Jakub_Kolas/Jasce_raz_Bylincy.html,True,Якуб Колас,12.12.1946,,1908; 1946-1953; 1955; 1957-1958; 1960; 1962; 1965; 1967; 1972; 1998; 2008,,A2008,,мастацкі/верш,Яшчэ раз Былінцы,,Вершы,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0835,Манаграфіі,epub,/Jakub_Kolas/Mietodyka_rodnaj_movy.epub,,,Методыка роднай мовы,/Jakub_Kolas/Mietodyka_rodnaj_movy.html,True,Якуб Колас,1926,,1926,,A2008,,"навуковы/манаграфія,навуковы/падручнік",Методыка роднай мовы,,Манаграфіі,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0836,Манаграфіі,epub,/Jakub_Kolas/Mietodyka_rodnaj_movy_druhoje_vydannie.epub,,,Методыка роднай мовы (другое выданне),/Jakub_Kolas/Mietodyka_rodnaj_movy_druhoje_vydannie.html,True,Якуб Колас,1930,,1930,,A2008,,"навуковы/манаграфія,навуковы/падручнік",Методыка роднай мовы (другое выданне),,Манаграфіі,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0873,Апавяданні,epub,/Jakub_Kolas/Sto_ciapier_za_zyccio_prostamu_narodu.epub,,,[Што цяпер за жыццё простаму народу?],/Jakub_Kolas/Sto_ciapier_za_zyccio_prostamu_narodu.html,True,Якуб Колас,[1900-1906],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,[Што цяпер за жыццё простаму народу?],,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0874,Апавяданні,epub,/Jakub_Kolas/Ahatka.epub,,,Агатка,/Jakub_Kolas/Ahatka.html,True,Якуб Колас,[1925],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Агатка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0875,Апавяданні,epub,/Jakub_Kolas/Adhuknuusia.epub,,,Адгукнуўся,/Jakub_Kolas/Adhuknuusia.html,True,Якуб Колас,13.04.1913,,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Адгукнуўся,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0876,Апавяданні,epub,/Jakub_Kolas/Adzin.epub,,,Адзін,/Jakub_Kolas/Adzin.html,True,Якуб Колас,[1930],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Адзін,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0877,Апавяданні,epub,/Jakub_Kolas/Adlot_ptusak.epub,,,Адлёт птушак,/Jakub_Kolas/Adlot_ptusak.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Адлёт птушак,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0878,Апавяданні,epub,/Jakub_Kolas/Adukacyja.epub,,,Адукацыя,/Jakub_Kolas/Adukacyja.html,True,Якуб Колас,"[1926,1952]",,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Адукацыя,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0879,Апавяданні,epub,/Jakub_Kolas/Andrej-vybarscyk.epub,,,Андрэй-выбаршчык,/Jakub_Kolas/Andrej-vybarscyk.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Андрэй-выбаршчык,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0880,Апавяданні,epub,/Jakub_Kolas/Aposniaja_kapiejka.epub,,,Апошняя капейка,/Jakub_Kolas/Aposniaja_kapiejka.html,True,Якуб Колас,[1907],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,rus,A2008,,мастацкі/апавяданне,Апошняя капейка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0881,Апавяданні,epub,/Jakub_Kolas/Arynina_pieramoha.epub,,,Арыніна перамога,/Jakub_Kolas/Arynina_pieramoha.html,True,Якуб Колас,[1931],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Арыніна перамога,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0882,Апавяданні,epub,/Jakub_Kolas/Asiennija_jasnyja_dni.epub,,,Асеннія ясныя дні,/Jakub_Kolas/Asiennija_jasnyja_dni.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Асеннія ясныя дні,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0883,Апавяданні,epub,/Jakub_Kolas/Balachoviec.epub,,,Балаховец,/Jakub_Kolas/Balachoviec.html,True,Якуб Колас,"[1929,1952]",,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Балаховец,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0884,Апавяданні,epub,/Jakub_Kolas/Bulbaloz.epub,,,«Бульбалоз»,/Jakub_Kolas/Bulbaloz.html,True,Якуб Колас,[1926],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,«Бульбалоз»,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0885,Апавяданні,epub,/Jakub_Kolas/Bunt.epub,,,Бунт,/Jakub_Kolas/Bunt.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Бунт,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0886,Апавяданні,epub,/Jakub_Kolas/Vanka_Kudlaty.epub,,,Ванька Кудлаты,/Jakub_Kolas/Vanka_Kudlaty.html,True,Якуб Колас,"[1924,1952]",,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Ванька Кудлаты,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0887,Апавяданні,epub,/Jakub_Kolas/Vasil_Curyla.epub,,,Васіль Чурыла,/Jakub_Kolas/Vasil_Curyla.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Васіль Чурыла,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0888,Апавяданні,epub,/Jakub_Kolas/Vosien_apaviadannie.epub,,,Восень,/Jakub_Kolas/Vosien_apaviadannie.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Восень,,Апавяданні,,,,,,,,,,,apaviadannie,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0889,Апавяданні,epub,/Jakub_Kolas/Vybar_starsyni.epub,,,Выбар старшыні,/Jakub_Kolas/Vybar_starsyni.html,True,Якуб Колас,[1906],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Выбар старшыні,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0890,Апавяданні,epub,/Jakub_Kolas/Vystahnausia.epub,,,Выстагнаўся,/Jakub_Kolas/Vystahnausia.html,True,Якуб Колас,[1913],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Выстагнаўся,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0891,Апавяданні,epub,/Jakub_Kolas/Viaskovaja_daroha.epub,,,Вясковая дарога,/Jakub_Kolas/Viaskovaja_daroha.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Вясковая дарога,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0892,Апавяданні,epub,/Jakub_Kolas/Viasna_apaviadannie.epub,,,Вясна,/Jakub_Kolas/Viasna_apaviadannie.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Вясна,,Апавяданні,,,,,,,,,,,apaviadannie,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0893,Апавяданні,epub,/Jakub_Kolas/Dacakausia.epub,,,Дачакаўся,/Jakub_Kolas/Dacakausia.html,True,Якуб Колас,[1923],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Дачакаўся,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0894,Апавяданні,epub,/Jakub_Kolas/Dzieravienscyna.epub,,,«Дзеравеншчына»,/Jakub_Kolas/Dzieravienscyna.html,True,Якуб Колас,08.09.1912,,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,«Дзеравеншчына»,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0895,Апавяданні,epub,/Jakub_Kolas/Dziadzkau_sviedka.epub,,,Дзядзькаў сведка,/Jakub_Kolas/Dziadzkau_sviedka.html,True,Якуб Колас,[1926],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Дзядзькаў сведка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0896,Апавяданні,epub,/Jakub_Kolas/Dzialicba.epub,,,Дзяліцьба,/Jakub_Kolas/Dzialicba.html,True,Якуб Колас,[1911],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Дзяліцьба,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0897,Апавяданні,epub,/Jakub_Kolas/Dramaturh_i_lirycny_paet.epub,,,Драматург i лірычны паэт,/Jakub_Kolas/Dramaturh_i_lirycny_paet.html,True,Якуб Колас,[1927],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Драматург i лірычны паэт,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0898,Апавяданні,epub,/Jakub_Kolas/Dub_i_carocina.epub,,,Дуб i чароціна,/Jakub_Kolas/Dub_i_carocina.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Дуб i чароціна,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0899,Апавяданні,epub,/Jakub_Kolas/Dumki_u_darozie.epub,,,Думкі ў дарозе,/Jakub_Kolas/Dumki_u_darozie.html,True,Якуб Колас,[1906],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Думкі ў дарозе,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0900,Апавяданні,epub,/Jakub_Kolas/Demir-Kaja.epub,,,Дэмір-Кая,/Jakub_Kolas/Demir-Kaja.html,True,Якуб Колас,[1907],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,rus,A2008,,мастацкі/апавяданне,Дэмір-Кая,,Апавяданні,(Васточная легенда),,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0901,Апавяданні,epub,/Jakub_Kolas/Z_boku_ad_zyccia_apaviadannie.epub,,,З боку ад жыцця,/Jakub_Kolas/Z_boku_ad_zyccia_apaviadannie.html,True,Якуб Колас,[1925],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,З боку ад жыцця,,Апавяданні,,,,,,,,,,,apaviadannie,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0902,Апавяданні,epub,/Jakub_Kolas/Z_dnieunika_pana_Zylaka.epub,,,З днеўніка пана Жылака,/Jakub_Kolas/Z_dnieunika_pana_Zylaka.html,True,Якуб Колас,[1913],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,З днеўніка пана Жылака,,Апавяданні,Запіскі С-га іграка,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0903,Апавяданні,epub,/Jakub_Kolas/Z_pierapiski_prystava_i_uradnika.epub,,,З перапіскі прыстава і ўрадніка,/Jakub_Kolas/Z_pierapiski_prystava_i_uradnika.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,З перапіскі прыстава і ўрадніка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0904,Апавяданні,epub,/Jakub_Kolas/Za_sto_pabilisia_chlopcy.epub,,,За што пабіліся хлопцы,/Jakub_Kolas/Za_sto_pabilisia_chlopcy.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,За што пабіліся хлопцы,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0905,Апавяданні,epub,/Jakub_Kolas/Zadacka.epub,,,Задачка,/Jakub_Kolas/Zadacka.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Задачка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0906,Апавяданні,epub,/Jakub_Kolas/Zaklad.epub,,,Заклад,/Jakub_Kolas/Zaklad.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Заклад,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0907,Апавяданні,epub,/Jakub_Kolas/Zachad_sonca.epub,,,Захад сонца,/Jakub_Kolas/Zachad_sonca.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Захад сонца,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0908,Апавяданні,epub,/Jakub_Kolas/Zima_apaviadannie.epub,,,Зіма,/Jakub_Kolas/Zima_apaviadannie.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Зіма,,Апавяданні,,,,,,,,,,,apaviadannie,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0909,Апавяданні,epub,/Jakub_Kolas/Zima_u_vioscy.epub,,,Зіма ў вёсцы,/Jakub_Kolas/Zima_u_vioscy.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Зіма ў вёсцы,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0910,Апавяданні,epub,/Jakub_Kolas/Zimni_viecar.epub,,,Зімні вечар,/Jakub_Kolas/Zimni_viecar.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Зімні вечар,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0911,Апавяданні,epub,/Jakub_Kolas/Zimnija_chalady.epub,,,Зімнія халады,/Jakub_Kolas/Zimnija_chalady.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Зімнія халады,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0912,Апавяданні,epub,/Jakub_Kolas/Zlaviu.epub,,,Злавіў!,/Jakub_Kolas/Zlaviu.html,True,Якуб Колас,[1913],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Злавіў!,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0913,Апавяданні,epub,/Jakub_Kolas/Znajsli.epub,,,Знайшлі,/Jakub_Kolas/Znajsli.html,True,Якуб Колас,[1913],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Знайшлі,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0914,Апавяданні,epub,/Jakub_Kolas/Kalektyu_pana_Tarbieckaha.epub,,,«Калектыў» пана Тарбецкага,/Jakub_Kolas/Kalektyu_pana_Tarbieckaha.html,True,Якуб Колас,"[1926,1952]",,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,«Калектыў» пана Тарбецкага,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0915,Апавяданні,epub,/Jakub_Kolas/Kalodka_pcol.epub,,,Калодка пчол,/Jakub_Kolas/Kalodka_pcol.html,True,Якуб Колас,[1908],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Калодка пчол,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0916,Апавяданні,epub,/Jakub_Kolas/Kala_voziera_unocy.epub,,,Каля возера ўночы,/Jakub_Kolas/Kala_voziera_unocy.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Каля возера ўночы,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0917,Апавяданні,epub,/Jakub_Kolas/Kaladny_viecar.epub,,,Калядны вечар,/Jakub_Kolas/Kaladny_viecar.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Калядны вечар,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0918,Апавяданні,epub,/Jakub_Kolas/Kaniec_zimy.epub,,,Канец зімы,/Jakub_Kolas/Kaniec_zimy.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Канец зімы,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0919,Апавяданні,epub,/Jakub_Kolas/Kantrakt.epub,,,Кантракт,/Jakub_Kolas/Kantrakt.html,True,Якуб Колас,[1908],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Кантракт,,Апавяданні,З жыцця пінчукоў,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0920,Апавяданні,epub,/Jakub_Kolas/Kinachronika.epub,,,Кінахроніка,/Jakub_Kolas/Kinachronika.html,True,Якуб Колас,[1935],,1907; 1925-1931; 1935; 1938; 1940-1941; 1943; 1952; 1959; 1982; 2009,,A2008,,мастацкі/апавяданне,Кінахроніка,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0921,Апавяданні,epub,/Jakub_Kolas/Kirmas.epub,,,Кірмаш,/Jakub_Kolas/Kirmas.html,True,Якуб Колас,[1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Кірмаш,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0922,Апавяданні,epub,/Jakub_Kolas/Kryvavy_vir.epub,,,Крывавы вір,/Jakub_Kolas/Kryvavy_vir.html,True,Якуб Колас,[1923],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Крывавы вір,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0923,Апавяданні,epub,/Jakub_Kolas/Kurskaja_anamalija.epub,,,Курская анамалія,/Jakub_Kolas/Kurskaja_anamalija.html,True,Якуб Колас,[1924],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Курская анамалія,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0924,Апавяданні,epub,/Jakub_Kolas/Kuccia.epub,,,Куцця,/Jakub_Kolas/Kuccia.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Куцця,,Апавяданні,Колядны вечар,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0925,Апавяданні,epub,/Jakub_Kolas/Lastauki.epub,,,Ластаўкі,/Jakub_Kolas/Lastauki.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Ластаўкі,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0926,Апавяданні,epub,/Jakub_Kolas/Leta.epub,,,Лета,/Jakub_Kolas/Leta.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Лета,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0927,Апавяданні,epub,/Jakub_Kolas/Letni_poudzien.epub,,,Летні поўдзень,/Jakub_Kolas/Letni_poudzien.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Летні поўдзень,,Апавяданні,,,,,,,,,,,,,,,,,,,,
29,Якуб Колас,Jakub_Kolas,029_0928,Апавяданні,epub,/Jakub_Kolas/Letniaja_noc.epub,,,Летняя ноч,/Jakub_Kolas/Letniaja_noc.html,True,Якуб Колас,[1906-1907],,1906-1909; 1911-1914; 1917-1918; 1921-1924,,A2008,,мастацкі/апавяданне,Летняя ноч,,Апавяданні,,,,,,,,,,,,,,,,,,,,
