linkId,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
026_0001,epub,/Ciotka/Asiennija_listy.epub,,,Асеннія лісты,/Ciotka/Asiennija_listy.html
026_0002,epub,/Ciotka/Viera_bielarusa.epub,,,Вера беларуса,/Ciotka/Viera_bielarusa.html
026_0003,epub,/Ciotka/Maje_dumki.epub,,,Мае думкі,/Ciotka/Maje_dumki.html
026_0004,epub,/Ciotka/Mora.epub,,,Мора,/Ciotka/Mora.html
026_0005,epub,/Ciotka/Susiedziam_u_niavoli.epub,,,Суседзям у няволі,/Ciotka/Susiedziam_u_niavoli.html
026_0006,epub,/Ciotka/Sanujcie_rodnaje_slova.epub,,,Шануйце роднае слова!,/Ciotka/Sanujcie_rodnaje_slova.html
026_0007,djvu,https://files.knihi.com/Knihi/scanned-n2/Ciotka.Tvory.djvu,,,Творы,/Ciotka/Tvory.html
026_0008,epub,/Ciotka/Samo_toj_nie_promieni_sie-bul.epub,,,Само той не промени се,/Ciotka/Samo_toj_nie_promieni_sie-bul.html
026_0009,epub,/Ciotka/Cihulka-bul.epub,,,Цигулка,/Ciotka/Cihulka-bul.html
026_0010,epub,/Ciotka/Herbstblatter-deu.epub,,,Herbstblätter,/Ciotka/Herbstblatter-deu.html
026_0011,epub,/Ciotka/The_faith_of_a_Belarusian-eng.epub,,,The faith of a Belarusian,/Ciotka/The_faith_of_a_Belarusian-eng.html
026_0012,epub,/Ciotka/The_musician-eng.epub,,,The musician,/Ciotka/The_musician-eng.html
026_0013,epub,/Ciotka/Bielarusskij_muzykant-rus.epub,,,Беларусский музыкант,/Ciotka/Bielarusskij_muzykant-rus.html
026_0014,epub,/Ciotka/Buria_idiet-rus.epub,,,Буря идет,/Ciotka/Buria_idiet-rus.html
026_0015,epub,/Ciotka/V_dorohu-rus.epub,,,В дорогу,/Ciotka/V_dorohu-rus.html
026_0016,epub,/Ciotka/Kriestjankam-rus.epub,,,Крестьянкам,/Ciotka/Kriestjankam-rus.html
026_0017,epub,/Ciotka/Moi_dumy-rus.epub,,,Мои думы,/Ciotka/Moi_dumy-rus.html
026_0018,epub,/Ciotka/Nasie_pole-rus.epub,,,Наше поле,/Ciotka/Nasie_pole-rus.html
