linkId,blText,blHref,otherPersonName,otherPersonHref,workName,workHref
210_0001,epub,/Danuta_Bicel-Zahnietava/Viersatvorca_Simiaon_Polacki.epub,,,Вершатворца Сімяон Полацкі,/Danuta_Bicel-Zahnietava/Viersatvorca_Simiaon_Polacki.html
210_0002,epub,/Danuta_Bicel-Zahnietava/Jefrasinnia_Polackaja.epub,,,Ефрасіння Полацкая,/Danuta_Bicel-Zahnietava/Jefrasinnia_Polackaja.html
210_0003,epub,/Danuta_Bicel-Zahnietava/Zamiest_zapavietu.epub,,,Замест запавету,/Danuta_Bicel-Zahnietava/Zamiest_zapavietu.html
210_0004,epub,/Danuta_Bicel-Zahnietava/Kozny_samotna_projdzie_svoj_los.epub,,,«Кожны самотна пройдзе свой лёс...»,/Danuta_Bicel-Zahnietava/Kozny_samotna_projdzie_svoj_los.html
210_0005,epub,/Danuta_Bicel-Zahnietava/Litannie.epub,,,Літанне,/Danuta_Bicel-Zahnietava/Litannie.html
210_0006,epub,/Danuta_Bicel-Zahnietava/Na_placy_piatli.epub,,,На пляцы пятлі,/Danuta_Bicel-Zahnietava/Na_placy_piatli.html
210_0007,epub,/Danuta_Bicel-Zahnietava/Rodnaje_slova.epub,,,Роднае слова,/Danuta_Bicel-Zahnietava/Rodnaje_slova.html
210_0008,epub,/Danuta_Bicel-Zahnietava/Slovam_Skaryny.epub,,,Словам Скарыны,/Danuta_Bicel-Zahnietava/Slovam_Skaryny.html
210_0009,epub,/Danuta_Bicel-Zahnietava/Tryjalet.epub,,,Трыялет,/Danuta_Bicel-Zahnietava/Tryjalet.html
210_0010,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel-Zahnietava_Danuta.A_na_Palessi.djvu,,,А на Палессі,/Danuta_Bicel-Zahnietava/A_na_Palessi.html
210_0011,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel-Zahnietava_Danuta.Bratki.djvu,,,Браткі,/Danuta_Bicel-Zahnietava/Bratki.html
210_0012,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel-Zahnietava_Danuta.Dauniaje_sonca.djvu,,,Даўняе сонца,/Danuta_Bicel-Zahnietava/Dauniaje_sonca.html
210_0013,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel-Zahnietava_Danuta.Dzie_chodziac_basanoz.djvu,,,Дзе ходзяць басанож,/Danuta_Bicel-Zahnietava/Dzie_chodziac_basanoz.html
210_0014,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel-Zahnietava_Danuta.Zahascieniec.djvu,,,Загасцінец,/Danuta_Bicel-Zahnietava/Zahasciniec.html
210_0015,djvu,https://files.knihi.com/Knihi/scanned-n/Bicel_Danuta.Snapok.djvu,,,Снапок,/Danuta_Bicel-Zahnietava/Snapok.html
