author_id;author_name;author_lifetime;author_born;author_died;author_gender;priority;isNationalPoet;v1;author_wkpd_url;author_other_url;src_knihi_url;src_vershyRu_url;src_other_url;author_poemCount;src_knihi_path
135;Рыгор Няхай;1914-1991;1914;1991;m;;;;https://be.wikipedia.org/wiki/%D0%A0%D1%8B%D0%B3%D0%BE%D1%80_%D0%92%D0%BE%D1%81%D1%96%D0%BF%D0%B0%D0%B2%D1%96%D1%87_%D0%9D%D1%8F%D1%85%D0%B0%D0%B9 ;;;;;;
136;Рыгор Жалязняк;1914-1942;1914;1942;m;;;;https://be.wikipedia.org/wiki/%D0%A0%D1%8B%D0%B3%D0%BE%D1%80_%D0%A1%D0%B0%D0%BC%D1%83%D1%96%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%96%D0%B0%D0%BB%D1%8F%D0%B7%D0%BD%D1%8F%D0%BA ;;;;;;
137;Мікола Сямашка;1914-1941;1914;1941;m;!;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A1%D1%8F%D0%BC%D0%B0%D1%88%D0%BA%D0%B0 ;;;;;;
138;Васіль Матэвушаў;1915-1974;1915;1974;m;;;;https://be.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D1%96%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%9C%D0%B0%D1%82%D1%8D%D0%B2%D1%83%D1%88%D0%B0%D1%9E ;;;;;;
139;Ніна Тарас;1916-2006;1916;2006;f;;;;https://be.wikipedia.org/wiki/%D0%9D%D1%96%D0%BD%D0%B0_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D1%9E%D0%BD%D0%B0_%D0%A2%D0%B0%D1%80%D0%B0%D1%81 ;;;;;;
140;Масей Сяднеў;1913-2001;1913;2001;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D1%81%D0%B5%D0%B9_%D0%A1%D1%8F%D0%B4%D0%BD%D1%91%D1%9E ;;;;;;
141;Міхась Калачынскі;1917-1990;1917;1990;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%85%D0%B0%D1%81%D1%8C_%D0%9A%D0%B0%D0%BB%D0%B0%D1%87%D1%8B%D0%BD%D1%81%D0%BA%D1%96 ;;https://knihi.com/Michas_Kalacynski/;http://vershy.ru/category/mikhas-kalachynski;;;Michas_Kalacynski
142;Янка Непачаловіч;1917-1969;1917;1969;m;;;;https://be-tarask.wikipedia.org/wiki/%D0%AF%D0%BD%D0%BA%D0%B0_%D0%9D%D0%B5%D0%BF%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D0%B2%D1%96%D1%87 ;;;;;;
143;Пімен Панчанка ;1917-1995;1917;1995;m;!!!;TRUE;TRUE;https://be.wikipedia.org/wiki/%D0%9F%D1%96%D0%BC%D0%B5%D0%BD_%D0%9F%D0%B0%D0%BD%D1%87%D0%B0%D0%BD%D0%BA%D0%B0 ;;https://knihi.com/Pimien_Pancanka/;http://vershy.ru/category/pimen-panchanka;;;Pimien_Pancanka
144;Уладзімір Рагуцкі;1917-1941;1917;1941;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%9B%D0%B0%D1%9E%D1%80%D1%8D%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%A0%D0%B0%D0%B3%D1%83%D1%86%D0%BA%D1%96 ;;;;;;
145;Мікола Сурначоў;1917-1945;1917;1945;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A1%D1%83%D1%80%D0%BD%D0%B0%D1%87%D0%BE%D1%9E ;;;;;;
146;Леанід Гаўрылаў;1918-1941;1918;1941;m;;;;https://be.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B0%D0%BD%D1%96%D0%B4_%D0%A0%D1%8B%D0%B3%D0%BE%D1%80%D0%B0%D0%B2%D1%96%D1%87_%D0%93%D0%B0%D1%9E%D1%80%D1%8B%D0%BB%D0%B0%D1%9E ;;;;;;
147;Алесь Бачыла;1918-1983;1918;1983;m;!!!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%91%D0%B0%D1%87%D1%8B%D0%BB%D0%B0 ;;https://knihi.com/Ales_Bacyla/;http://vershy.ru/category/ales-bachyla;;;Ales_Bacyla
148;Эдуард Валасевіч;1918-;1918;;m;;;;https://be.wikipedia.org/wiki/%D0%AD%D0%B4%D1%83%D0%B0%D1%80%D0%B4_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2%D0%B0%D0%B2%D1%96%D1%87_%D0%92%D0%B0%D0%BB%D0%B0%D1%81%D0%B5%D0%B2%D1%96%D1%87 ;;;;;;
149;Паўлюк Прануза;1918-2007;1918;2007;m;;;;https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D1%9E%D0%BB%D1%8E%D0%BA_%D0%9F%D1%80%D0%B0%D0%BD%D1%83%D0%B7%D0%B0 ;;;;;;
150;Міхась Панкрат;1918-2001;1918;2001;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%85%D0%B0%D1%81%D1%8C_%D0%9F%D1%8F%D0%BD%D0%BA%D1%80%D0%B0%D1%82 ;;;;;;
151;Алесь Бажко;1918-2013;1918;2013;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%91%D0%B0%D0%B6%D0%BA%D0%BE ;;;;;;
152;Уладзімір Шахавец;1918-1991;1918;1991;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%A8%D0%B0%D1%85%D0%B0%D0%B2%D0%B5%D1%86 ;;;;;;
153;Кастусь Кірэенка;1918-1988;1918;1988;m;;;;https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D1%81%D1%82%D1%83%D1%81%D1%8C_%D0%9A%D1%96%D1%80%D1%8D%D0%B5%D0%BD%D0%BA%D0%B0 ;;;;;;
154;Аркадзь Гейнэ;1919-1942;1919;1942;m;;;;https://be.wikipedia.org/wiki/%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B7%D1%8C_%D0%90%D0%BD%D0%B4%D1%80%D1%8D%D0%B5%D0%B2%D1%96%D1%87_%D0%93%D0%B5%D0%B9%D0%BD%D1%8D ;;;;;;
155;Авар'ян Дзеружынскі;1919-2002;1919;2002;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%B2%D0%B0%D1%80%E2%80%99%D1%8F%D0%BD_%D0%A1%D0%B0%D1%84%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%94%D0%B7%D0%B5%D1%80%D1%83%D0%B6%D1%8B%D0%BD%D1%81%D0%BA%D1%96 ;;;;;;
156;Мікола Аўрамчык;1920-2017;1920;2017;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%AF%D0%BA%D0%B0%D1%9E%D0%BB%D0%B5%D0%B2%D1%96%D1%87_%D0%90%D1%9E%D1%80%D0%B0%D0%BC%D1%87%D1%8B%D0%BA ;;;;;;
157;Аляксей Коршак;1920-1945;1920;1945;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D1%8F%D0%BA%D1%81%D0%B5%D0%B9_%D0%86%D0%B3%D0%BD%D0%B0%D1%82%D0%B0%D0%B2%D1%96%D1%87_%D0%9A%D0%BE%D1%80%D1%88%D0%B0%D0%BA ;;;;;;
158;Пятро Прыходзька;1920-2006;1920;2006;m;;;;https://be.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D1%80%D0%BE_%D0%9F%D1%80%D1%8B%D1%85%D0%BE%D0%B4%D0%B7%D1%8C%D0%BA%D0%B0 ;;;;;;
159;Аркадзь Марціновіч;1920-2009;1920;2009;m;;;;https://be.wikipedia.org/wiki/%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B7%D1%8C_%D0%9D%D1%96%D1%87%D1%8B%D0%BF%D0%B0%D1%80%D0%B0%D0%B2%D1%96%D1%87_%D0%9C%D0%B0%D1%80%D1%86%D1%96%D0%BD%D0%BE%D0%B2%D1%96%D1%87 ;;;;;;
160;Аляксей Пысін;1920-1981;1920;1981;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D1%8F%D0%BA%D1%81%D0%B5%D0%B9_%D0%92%D0%B0%D1%81%D1%96%D0%BB%D0%B5%D0%B2%D1%96%D1%87_%D0%9F%D1%8B%D1%81%D1%96%D0%BD ;;https://knihi.com/Alaksiej_Pysin/;http://vershy.ru/category/alyaksei-pys%D1%96n;;;Alaksiej_Pysin
161;Алесь Астапенка;1920-1970;1920;1970;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%90%D1%81%D1%82%D0%B0%D0%BF%D0%B5%D0%BD%D0%BA%D0%B0 ;;;;;;
162;Іван Муравейка;1921-;1921;;m;;;;https://be.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%8D%D0%B5%D0%B2%D1%96%D1%87_%D0%9C%D1%83%D1%80%D0%B0%D0%B2%D0%B5%D0%B9%D0%BA%D0%B0 ;;;;;;
163;Мікола Гамолка;1922-1992;1922;1992;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%93%D0%B0%D0%BC%D0%BE%D0%BB%D0%BA%D0%B0 ;;;;;;
164;Алесь Салавей;1922-1978;1922;1978;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%A1%D0%B0%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9 ;;;;;;
165;Анатоль Вялюгін;1923-1994;1923;1994;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C_%D0%A1%D1%86%D1%8F%D0%BF%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%92%D1%8F%D0%BB%D1%8E%D0%B3%D1%96%D0%BD ;;https://knihi.com/Anatol_Vialuhin/;http://vershy.ru/category/anatol-vyalyugin;;;Anatol_Vialuhin
166;Віктар Швед;1925-2020;1925;2020;m;;;;https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%82%D0%B0%D1%80_%D0%9C%D1%96%D0%BA%D1%96%D1%82%D0%B0%D0%B2%D1%96%D1%87_%D0%A8%D0%B2%D0%B5%D0%B4 ;;;;;;
167;Марк Смагаровіч;1927-;1927;;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2%D0%B0%D0%B2%D1%96%D1%87_%D0%A1%D0%BC%D0%B0%D0%B3%D0%B0%D1%80%D0%BE%D0%B2%D1%96%D1%87 ;;;;;;
168;Хведар Жычка;1927-2007;1927;2007;m;;;;https://be.wikipedia.org/wiki/%D0%A5%D0%B2%D0%B5%D0%B4%D0%B0%D1%80_%D0%96%D1%8B%D1%87%D0%BA%D0%B0 ;;;;;;
169;Уладзімір Ляпёшкін;1928-1994;1928;1994;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%86%D0%B3%D0%BD%D0%B0%D1%82%D0%B0%D0%B2%D1%96%D1%87_%D0%9B%D1%8F%D0%BF%D1%91%D1%88%D0%BA%D1%96%D0%BD ;;;;;;
170;Еўдакія Лось;1929-1977;1929;1977;f;!;;TRUE;https://be.wikipedia.org/wiki/%D0%95%D1%9E%D0%B4%D0%B0%D0%BA%D1%96%D1%8F_%D0%AF%D0%BA%D0%B0%D1%9E%D0%BB%D0%B5%D1%9E%D0%BD%D0%B0_%D0%9B%D0%BE%D1%81%D1%8C ;;https://knihi.com/Jeudakija_Los/;http://vershy.ru/category/eudakiya-los;;;Jeudakija_Los
171;Уладзіслаў Нядзведскі;1929-1973;1929;1973;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D1%81%D0%BB%D0%B0%D1%9E_%D0%86%D0%BE%D1%81%D1%96%D1%84%D0%B0%D0%B2%D1%96%D1%87_%D0%9D%D1%8F%D0%B4%D0%B7%D0%B2%D0%B5%D0%B4%D1%81%D0%BA%D1%96 ;;;;;;
172;Алесь Ставер;1929-1995;1929;1995;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%A1%D1%82%D0%B0%D0%B2%D0%B5%D1%80 ;;;;;;
173;Валянцін Тарас;1930-2009;1930;2009;m;;;;https://be.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D1%8F%D0%BD%D1%86%D1%96%D0%BD_%D0%AF%D1%84%D1%96%D0%BC%D0%B0%D0%B2%D1%96%D1%87_%D0%A2%D0%B0%D1%80%D0%B0%D1%81 ;;;;;;
174;Алесь Барскі;1930-;1930;;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D1%8F%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%91%D0%B0%D1%80%D1%88%D1%87%D1%8D%D1%9E%D1%81%D0%BA%D1%96 ;;;;;;
175;Уладзімір Караткевіч;1930-1984;1930;1984;m;!!!;;TRUE;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%9A%D0%B0%D1%80%D0%B0%D1%82%D0%BA%D0%B5%D0%B2%D1%96%D1%87 ;;https://knihi.com/Uladzimir_Karatkievic/;http://vershy.ru/category/uladz%D1%96m%D1%96r-karatkev%D1%96ch;;;Uladzimir_Karatkievic
176;Мікола Арочка;1930-1913;1930;1913;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%B0%D0%BB%D0%B0%D0%B9_%D0%9C%D1%96%D0%BA%D0%B0%D0%BB%D0%B0%D0%B5%D0%B2%D1%96%D1%87_%D0%90%D1%80%D0%BE%D1%87%D0%BA%D0%B0 ;;https://knihi.com/Mikola_Arocka/;;;;Mikola_Arocka
177;Алег Лойка;1931-2008;1931;2008;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%B3_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%9B%D0%BE%D0%B9%D0%BA%D0%B0 ;;https://knihi.com/Aleh_Lojka/;http://vershy.ru/category/aleg-loika;;;Aleh_Lojka
178;Сцяпан Гаўрусеў;1931-1988;1931;1988;m;;;;https://be.wikipedia.org/wiki/%D0%A1%D1%86%D1%8F%D0%BF%D0%B0%D0%BD_%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%B0%D0%B2%D1%96%D1%87_%D0%93%D0%B0%D1%9E%D1%80%D1%83%D1%81%D1%91%D1%9E ;;;;;;
179;Мікола Янчанка;1931-2000;1931;2000;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%AF%D0%BD%D1%87%D0%B0%D0%BD%D0%BA%D0%B0 ;;;;;;
180;Ніл Гілевіч;1931-2016;1931;2016;m;!!!;TRUE;TRUE;https://be.wikipedia.org/wiki/%D0%9D%D1%96%D0%BB_%D0%93%D1%96%D0%BB%D0%B5%D0%B2%D1%96%D1%87 ;;https://knihi.com/Nil_Hilevic/;http://vershy.ru/category/n%D1%96l-g%D1%96lev%D1%96ch;;;Nil_Hilevic
181;Анатоль Вярцінскі;1931-;1931;;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C_%D0%86%D0%BB%D1%8C%D1%96%D1%87_%D0%92%D1%8F%D1%80%D1%86%D1%96%D0%BD%D1%81%D0%BA%D1%96 ;;https://knihi.com/Anatol_Viarcinski/;http://vershy.ru/category/anatol-vyarts%D1%96nsk%D1%96;;;Anatol_Viarcinski
182;Генадзь Кляўко;1932-1979;1932;1979;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B0%D0%B4%D0%B7%D1%8C_%D0%AF%D0%BA%D0%B0%D1%9E%D0%BB%D0%B5%D0%B2%D1%96%D1%87_%D0%9A%D0%BB%D1%8F%D1%9E%D0%BA%D0%BE ;;https://knihi.com/Hienadz_Klauko/;http://vershy.ru/category/genadz-klyauko;;;Hienadz_Klauko
183;Леанід Яўменаў;1932-2019;1932;2019;m;;;;https://be.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B0%D0%BD%D1%96%D0%B4_%D0%A4%D1%91%D0%B4%D0%B0%D1%80%D0%B0%D0%B2%D1%96%D1%87_%D0%AF%D1%9E%D0%BC%D0%B5%D0%BD%D0%B0%D1%9E ;;;;;;
184;Пятрусь Макаль;1932-1996;1932;1996;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D1%80%D1%83%D1%81%D1%8C_%D0%9C%D0%B0%D0%BA%D0%B0%D0%BB%D1%8C ;;https://knihi.com/Piatrus_Makal/;http://vershy.ru/category/pyatrus-makal;;;Piatrus_Makal
185;Іван Калеснік;1932-1979;1932;1979;m;;;;https://be.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%9A%D0%B0%D0%BB%D0%B5%D1%81%D0%BD%D1%96%D0%BA ;;;;;;
186;Віктар Шымук;1933-1998;1933;1998;m;;;;https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%82%D0%B0%D1%80_%D0%9C%D1%96%D0%BA%D0%B0%D0%BB%D0%B0%D0%B5%D0%B2%D1%96%D1%87_%D0%A8%D1%8B%D0%BC%D1%83%D0%BA ;;;;;;
187;Юрась Свірка;1933-2010;1933;2010;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%AE%D1%80%D0%B0%D1%81%D1%8C_%D0%A1%D0%B2%D1%96%D1%80%D0%BA%D0%B0 ;;https://knihi.com/Juras_Svirka/;http://vershy.ru/category/yuras-svirka;;;Juras_Svirka
188;Віктар Хаўратовіч;1934-1991;1934;1991;m;;;;https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%82%D0%B0%D1%80_%D0%9A%D0%B0%D0%BD%D0%B4%D1%80%D0%B0%D1%82%D0%B0%D0%B2%D1%96%D1%87_%D0%A5%D0%B0%D1%9E%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D1%96%D1%87 ;;;;;;
189;Віктар Ракаў;1935-2000;1935;2000;m;;;;https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%82%D0%B0%D1%80_%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D1%8C%D0%B5%D0%B2%D1%96%D1%87_%D0%A0%D0%B0%D0%BA%D0%B0%D1%9E ;;;;;;
190;Мікола Кусянкоў;1935-;1935;;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9A%D1%83%D1%81%D1%8F%D0%BD%D0%BA%D0%BE%D1%9E ;;;;;;
191;Рыгор Барадулін;1935-1914;1935;1914;m;!!!;TRUE;TRUE;https://be.wikipedia.org/wiki/%D0%A0%D1%8B%D0%B3%D0%BE%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%91%D0%B0%D1%80%D0%B0%D0%B4%D1%83%D0%BB%D1%96%D0%BD ;;https://knihi.com/Ryhor_Baradulin/;http://vershy.ru/category/rygor-baradul%D1%96n;;;Ryhor_Baradulin
192;Уладзімір Лапковіч;;;;m;;;;;;;;;;
193;Васіль Зуёнак;1935-;1935;;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D1%96%D0%BB%D1%8C_%D0%92%D0%B0%D1%81%D1%96%D0%BB%D0%B5%D0%B2%D1%96%D1%87_%D0%97%D1%83%D1%91%D0%BD%D0%B0%D0%BA ;;https://knihi.com/Vasil_Zujonak/;http://vershy.ru/category/ales-zvonak;;;Vasil_Zujonak
194;Іван Летка;1935-1999;1935;1999;m;;;;https://be.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%9B%D0%B5%D1%82%D0%BA%D0%B0 ;;;;;;
195;Уладзімір Паўлаў;1935-;1935;;m;;;;;;;;;;
196;Янка Сіпакоў;1936-2011;1936;2011;m;!!!;;TRUE;https://be.wikipedia.org/wiki/%D0%AF%D0%BD%D0%BA%D0%B0_%D0%A1%D1%96%D0%BF%D0%B0%D0%BA%D0%BE%D1%9E ;;https://knihi.com/Janka_Sipakou/;http://vershy.ru/category/yanka-sipakou;;;Janka_Sipakou
197;Раман Гармола;;;;m;;;;;;;;;;
198;Міхась Рудкоўскі;1936-1991;1936;1991;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%85%D0%B0%D1%96%D0%BB_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%A0%D1%83%D0%B4%D0%BA%D0%BE%D1%9E%D1%81%D0%BA%D1%96 ;;;;;;
199;Яўген Міклашэўскі;1936-;1936;;m;;;;https://be.wikipedia.org/wiki/%D0%AF%D1%9E%D0%B3%D0%B5%D0%BD_%D0%9C%D1%96%D0%BA%D0%BB%D0%B0%D1%88%D1%8D%D1%9E%D1%81%D0%BA%D1%96 ;;;;;;
200;Яўген Крупенька;1936-1990;1936;1990;m;;;;https://be.wikipedia.org/wiki/%D0%AF%D1%9E%D0%B3%D0%B5%D0%BD_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%9A%D1%80%D1%83%D0%BF%D0%B5%D0%BD%D1%8C%D0%BA%D0%B0 ;;;;;;
201;Генадзь Бураўкін;1936-2014;1936;2014;m;;;;https://be.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B0%D0%B4%D0%B7%D1%8C_%D0%9C%D1%96%D0%BA%D0%B0%D0%BB%D0%B0%D0%B5%D0%B2%D1%96%D1%87_%D0%91%D1%83%D1%80%D0%B0%D1%9E%D0%BA%D1%96%D0%BD ;;;;;;
202;Яўген Шабан;1936-1982;1936;1982;m;;;;https://be.wikipedia.org/wiki/%D0%AF%D1%9E%D0%B3%D0%B5%D0%BD_%D0%9F%D1%8F%D1%82%D1%80%D0%BE%D0%B2%D1%96%D1%87_%D0%A8%D0%B0%D0%B1%D0%B0%D0%BD ;;;;;;
203;Пятро Сушко;1937-1996;1937;1996;m;;;;https://be.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D1%80%D0%BE_%D0%9F%D0%B0%D1%9E%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%A1%D1%83%D1%88%D0%BA%D0%BE ;;;;;;
204;Алесь Наўроцкі;1937-2012;1937;2012;m;;;;https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D1%8C_%D0%9D%D0%B0%D1%9E%D1%80%D0%BE%D1%86%D0%BA%D1%96 ;;;;;;
205;Міхась Стральцоў;1937-1987;1937;1987;m;!!!;;TRUE;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%85%D0%B0%D1%81%D1%8C_%D0%A1%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D1%86%D0%BE%D1%9E ;;https://knihi.com/Michas_Stralcou/;http://vershy.ru/category/mikhas-straltsou;;;Michas_Stralcou
206;Сымон Блатун;1937-1970;1937;1970;m;;;;;;;;;;
207;Мікола Купрэеў;1937-2004;1937;2004;m;;;;https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9A%D1%83%D0%BF%D1%80%D1%8D%D0%B5%D1%9E ;;;;;;
208;Барыс Беляжэнка;1937-;1937;;m;;;;https://be.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%8B%D1%81_%D0%9F%D0%B0%D1%9E%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%91%D0%B5%D0%BB%D1%8F%D0%B6%D1%8D%D0%BD%D0%BA%D0%B0 ;;;;;;
209;Уладзімір Верамейчык;1937-1999;1937;1999;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%92%D0%B5%D1%80%D0%B0%D0%BC%D0%B5%D0%B9%D1%87%D1%8B%D0%BA ;;;;;;
210;Данута Бічэль-Загнётава;1937-;1937;;f;!!!;;TRUE;https://be.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D1%83%D1%82%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%B0%D1%9E%D0%BD%D0%B0_%D0%91%D1%96%D1%87%D1%8D%D0%BB%D1%8C-%D0%97%D0%B0%D0%B3%D0%BD%D0%B5%D1%82%D0%B0%D0%B2%D0%B0 ;;https://knihi.com/Danuta_Bicel-Zahnietava/;http://vershy.ru/category/danuta-bichel-zagnetava;;;Danuta_Bicel-Zahnietava
211;Нэлі Тулупава;1938-2001;1938;2001;f;!;;TRUE;https://be.wikipedia.org/wiki/%D0%9D%D1%8D%D0%BB%D1%96_%D0%A2%D1%83%D0%BB%D1%83%D0%BF%D0%B0%D0%B2%D0%B0 ;;https://knihi.com/Neli_Tulupava/;;;;Neli_Tulupava
212;Іосіф Скурко;1938-1989;1938;1989;m;;;;;;;;;;
213;Уладзімір Карызна;1938-;1938;;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%9A%D0%B0%D1%80%D1%8B%D0%B7%D0%BD%D0%B0 ;;;;;;
214;Анатоль Грачанікаў;1938-1991;1938;1991;m;!;;TRUE;https://be.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C_%D0%A1%D1%8F%D0%BC%D1%91%D0%BD%D0%B0%D0%B2%D1%96%D1%87_%D0%93%D1%80%D0%B0%D1%87%D0%B0%D0%BD%D1%96%D0%BA%D0%B0%D1%9E ;;https://knihi.com/Anatol_Hracanikau/;http://vershy.ru/category/anatol-grachanikau;;;Anatol_Hracanikau
215;Уладзімір Скарынкін;1939-;1939;;m;;;;https://be.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B4%D0%B7%D1%96%D0%BC%D1%96%D1%80_%D0%9C%D0%B0%D0%BA%D1%81%D1%96%D0%BC%D0%B0%D0%B2%D1%96%D1%87_%D0%A1%D0%BA%D0%B0%D1%80%D1%8B%D0%BD%D0%BA%D1%96%D0%BD ;;;;;;
